# Energy_GeV  sigma_cm2
1.19207950e+02 1.60558952e-09
1.21386290e+02 7.20478381e-11
1.23278430e+02 1.52950831e-08
1.23570920e+02 2.18061177e-08
1.24849140e+02 1.60930135e-09
1.25880890e+02 7.26980749e-11
1.27809010e+02 1.58836737e-08
1.28107010e+02 2.26262834e-08
1.30541920e+02 7.33465186e-11
1.30757280e+02 1.61134089e-09
1.32506080e+02 1.64940678e-08
1.32809610e+02 2.34760394e-08
1.35375530e+02 7.39951464e-11
1.36945000e+02 1.60568736e-09
1.37375780e+02 1.71270088e-08
1.37684840e+02 2.43563989e-08
1.40388120e+02 7.46426019e-11
1.42424450e+02 1.77832883e-08
1.42739030e+02 2.52684300e-08
1.43425540e+02 1.61420701e-09
1.45586310e+02 7.52876867e-11
1.47658650e+02 1.84637572e-08
1.47978750e+02 2.62132657e-08
1.50212760e+02 1.61725942e-09
1.50976970e+02 7.59344677e-11
1.53085220e+02 1.91692993e-08
1.53410810e+02 2.71920870e-08
1.56567230e+02 7.65798495e-11
1.57321160e+02 1.61103402e-09
1.58711220e+02 1.99008438e-08
1.59042280e+02 2.82061239e-08
1.62364490e+02 7.72248457e-11
1.64543970e+02 2.06593397e-08
1.64765950e+02 1.61364876e-09
1.64880460e+02 2.92566185e-08
1.68376410e+02 7.78666653e-11
1.70591090e+02 2.14457336e-08
1.70932960e+02 3.03447579e-08
1.72563040e+02 1.61476207e-09
1.74610930e+02 7.85077764e-11
1.76860440e+02 2.22610172e-08
1.77207640e+02 3.14718066e-08
1.80729110e+02 1.61772628e-09
1.81076290e+02 7.91488654e-11
1.83360200e+02 2.31062504e-08
1.83712650e+02 3.26392287e-08
1.87781060e+02 7.97892453e-11
1.89281620e+02 1.61260208e-09
1.90098820e+02 2.39825190e-08
1.90456440e+02 3.38485353e-08
1.94734080e+02 8.04306238e-11
1.97085100e+02 2.48908596e-08
1.97447790e+02 3.51011176e-08
1.98238840e+02 1.61829170e-09
2.01944550e+02 8.10698550e-11
2.04328120e+02 2.58323565e-08
2.04695780e+02 3.63983927e-08
2.07619950e+02 1.61786673e-09
2.09422000e+02 8.17083969e-11
2.11837340e+02 2.68082908e-08
2.12209840e+02 3.77419557e-08
2.17176330e+02 8.23447930e-11
2.17444990e+02 1.61792714e-09
2.19622520e+02 2.78200280e-08
2.19999720e+02 3.91335009e-08
2.25217780e+02 8.29839355e-11
2.27693810e+02 2.88687965e-08
2.27734970e+02 1.62665661e-09
2.28075560e+02 4.05747051e-08
2.33556980e+02 8.36174790e-11
2.36061730e+02 2.99557947e-08
2.36447850e+02 4.20672761e-08
2.38511890e+02 1.62611998e-09
2.42204960e+02 8.42521712e-11
2.44737180e+02 3.10823642e-08
2.45127470e+02 4.36130032e-08
2.49798810e+02 1.62861664e-09
2.51173150e+02 8.48867039e-11
2.53731450e+02 3.22499500e-08
2.54125700e+02 4.52137507e-08
2.60473400e+02 8.55193840e-11
2.61619840e+02 1.63099928e-09
2.63056280e+02 3.34600476e-08
2.63454250e+02 4.68714290e-08
2.70118020e+02 8.61524806e-11
2.72723790e+02 3.47142146e-08
2.73125230e+02 4.85880081e-08
2.74000280e+02 1.62735018e-09
2.80119760e+02 8.67829601e-11
2.82746600e+02 3.60140336e-08
2.83151220e+02 5.03655402e-08
2.86966580e+02 1.62975230e-09
2.90491830e+02 8.74138440e-11
2.93137750e+02 3.73611248e-08
2.93545250e+02 5.22061681e-08
3.00546480e+02 1.62516854e-09
3.01247950e+02 8.80448286e-11
3.03910780e+02 3.87571095e-08
3.04320830e+02 5.41120780e-08
3.12402340e+02 8.86745484e-11
3.14769010e+02 1.62665548e-09
3.15079730e+02 4.02036028e-08
3.15491960e+02 5.60854915e-08
3.23969750e+02 8.92989896e-11
3.26659150e+02 4.17023138e-08
3.27073160e+02 5.81287239e-08
3.29664580e+02 1.63204398e-09
3.35965460e+02 8.99237862e-11
3.38664120e+02 4.32550829e-08
3.39079490e+02 6.02442047e-08
3.45265040e+02 1.62943896e-09
3.48405350e+02 9.05487738e-11
3.51110280e+02 4.48639096e-08
3.51526550e+02 6.24344148e-08
3.61305850e+02 9.11702234e-11
3.61603760e+02 1.63554485e-09
3.64013850e+02 4.65310374e-08
3.64430530e+02 6.47018382e-08
3.74684020e+02 9.17983035e-11
3.77391640e+02 4.82586539e-08
3.77808190e+02 6.70490797e-08
3.78715650e+02 1.63090315e-09
3.88557550e+02 9.24209034e-11
3.91261060e+02 5.00486034e-08
3.91676920e+02 6.94789572e-08
3.96637320e+02 1.63909946e-09
4.02944780e+02 9.30392214e-11
4.05640200e+02 5.19028168e-08
4.06054760e+02 7.19944058e-08
4.15407080e+02 1.63394537e-09
4.17864720e+02 9.36572444e-11
4.20547790e+02 5.38236762e-08
4.20960370e+02 7.45984470e-08
4.33337120e+02 9.42783560e-11
4.35065070e+02 1.63944068e-09
4.36003240e+02 5.58136823e-08
4.36413160e+02 7.72941368e-08
4.49382410e+02 9.48938281e-11
4.52026680e+02 5.78751965e-08
4.52433180e+02 8.00843787e-08
4.55653320e+02 1.63601835e-09
4.66021810e+02 9.55122784e-11
4.68639010e+02 6.00106270e-08
4.69041280e+02 8.29721204e-08
4.77215850e+02 1.64513553e-09
4.83277330e+02 9.61280188e-11
4.85861840e+02 6.22226950e-08
4.86259030e+02 8.59607881e-08
4.99798770e+02 1.63762749e-09
5.01171770e+02 9.67413683e-11
5.03717630e+02 6.45142471e-08
5.04108820e+02 8.90540500e-08
5.19728800e+02 9.73537370e-11
5.22229640e+02 6.68878370e-08
5.22613850e+02 9.22554600e-08
5.23450360e+02 1.63673242e-09
5.38972940e+02 9.79661022e-11
5.41421970e+02 6.93459395e-08
5.41798160e+02 9.55685751e-08
5.48221200e+02 1.63625519e-09
5.58929640e+02 9.85778495e-11
5.61319640e+02 7.18915817e-08
5.61686710e+02 9.89971838e-08
5.74164250e+02 1.63425520e-09
5.79625280e+02 9.91879077e-11
5.81948560e+02 7.45281869e-08
5.82305320e+02 1.02545288e-07
6.01087220e+02 9.97945953e-11
6.01334980e+02 1.64016797e-09
6.03335600e+02 7.72589679e-08
6.03680820e+02 1.06216878e-07
6.23343850e+02 1.00401050e-10
6.25508640e+02 8.00869685e-08
6.25840970e+02 1.10015972e-07
6.29791490e+02 1.63625397e-09
6.46424570e+02 1.01004060e-10
6.48496560e+02 8.30153737e-08
6.48814590e+02 1.13946798e-07
6.59594630e+02 1.63593577e-09
6.70359910e+02 1.01610872e-10
6.72329300e+02 8.60475240e-08
6.72631540e+02 1.18013828e-07
6.90808110e+02 1.63598468e-09
6.95181510e+02 1.02215300e-10
6.97037910e+02 8.91870056e-08
6.97322760e+02 1.22221557e-07
7.20922190e+02 1.02812617e-10
7.22654580e+02 9.24377092e-08
7.22920360e+02 1.26574432e-07
7.23498690e+02 1.63703047e-09
7.47615970e+02 1.03411955e-10
7.49212680e+02 9.58035446e-08
7.49457610e+02 1.31077159e-07
7.57736260e+02 1.63633930e-09
7.75298150e+02 1.04003227e-10
7.76746810e+02 9.92883265e-08
7.76968990e+02 1.35734858e-07
7.93594030e+02 1.63379511e-09
8.04005330e+02 1.04605234e-10
8.05292840e+02 1.02895974e-07
8.05490280e+02 1.40552732e-07
8.31148670e+02 1.63345003e-09
8.33775450e+02 1.05196884e-10
8.34887960e+02 1.06630554e-07
8.35058540e+02 1.45535894e-07
8.64647890e+02 1.05791980e-10
8.65570720e+02 1.10496329e-07
8.65712200e+02 1.50689633e-07
8.70480480e+02 1.63635873e-09
8.96663440e+02 1.06382075e-10
8.97381100e+02 1.14497894e-07
8.97491100e+02 1.56019602e-07
9.11673560e+02 1.64013340e-09
9.29864450e+02 1.06970443e-10
9.30360530e+02 1.18639971e-07
9.30436560e+02 1.61531619e-07
9.54815980e+02 1.64244641e-09
9.64294790e+02 1.07558245e-10
9.64551990e+02 1.22927164e-07
9.64591400e+02 1.67231474e-07
1.00000000e+03 6.62318645e-10
