# Energy_GeV  sigma_cm2
1.03768190e+02 1.74643692e-09
1.04956400e+02 6.94426263e-11
1.06706200e+02 5.03780513e-08
1.06976850e+02 2.12217073e-08
1.08678740e+02 1.73517216e-09
1.08842650e+02 7.00955223e-11
1.10627730e+02 5.21966322e-08
1.10903800e+02 2.20008604e-08
1.12872790e+02 7.07479611e-11
1.13821660e+02 1.74482466e-09
1.14693390e+02 5.40792711e-08
1.14974900e+02 2.28078866e-08
1.17052170e+02 7.13964996e-11
1.18908460e+02 5.60278110e-08
1.19195440e+02 2.36435441e-08
1.19207950e+02 1.74030598e-09
1.21386290e+02 7.20478381e-11
1.23278430e+02 5.80444933e-08
1.23570920e+02 2.45089019e-08
1.24849140e+02 1.74687642e-09
1.25880890e+02 7.26980749e-11
1.27809010e+02 6.01319126e-08
1.28107010e+02 2.54053267e-08
1.30541920e+02 7.33465186e-11
1.30757280e+02 1.73851020e-09
1.32506080e+02 6.22925115e-08
1.32809610e+02 2.63339725e-08
1.35375530e+02 7.39951464e-11
1.36945000e+02 1.74467017e-09
1.37375780e+02 6.45285092e-08
1.37684840e+02 2.72957270e-08
1.40388120e+02 7.46426019e-11
1.42424450e+02 6.68423761e-08
1.42739030e+02 2.82915670e-08
1.43425540e+02 1.74838792e-09
1.45586310e+02 7.52876867e-11
1.47658650e+02 6.92369240e-08
1.47978750e+02 2.93226173e-08
1.50212760e+02 1.74597027e-09
1.50976970e+02 7.59344677e-11
1.53085220e+02 7.17149917e-08
1.53410810e+02 3.03901769e-08
1.56567230e+02 7.65798495e-11
1.57321160e+02 1.73854253e-09
1.58711220e+02 7.42794007e-08
1.59042280e+02 3.14958248e-08
1.62364490e+02 7.72248457e-11
1.64543970e+02 7.69330745e-08
1.64765950e+02 1.74462405e-09
1.64880460e+02 3.26410236e-08
1.68376410e+02 7.78666653e-11
1.70591090e+02 7.96790623e-08
1.70932960e+02 3.38267599e-08
1.72563040e+02 1.74187818e-09
1.74610930e+02 7.85077764e-11
1.76860440e+02 8.25205043e-08
1.77207640e+02 3.50541319e-08
1.80729110e+02 1.74164764e-09
1.81076290e+02 7.91488654e-11
1.83360200e+02 8.54605216e-08
1.83712650e+02 3.63248123e-08
1.87781060e+02 7.97892453e-11
1.89281620e+02 1.74816289e-09
1.90098820e+02 8.85023792e-08
1.90456440e+02 3.76405692e-08
1.94734080e+02 8.04306238e-11
1.97085100e+02 9.16496241e-08
1.97447790e+02 3.90028773e-08
1.98238840e+02 1.73499235e-09
2.01944550e+02 8.10698550e-11
2.04328120e+02 9.49059271e-08
2.04695780e+02 4.04131913e-08
2.07619950e+02 1.75079790e-09
2.09422000e+02 8.17083969e-11
2.11837340e+02 9.82747008e-08
2.12209840e+02 4.18731435e-08
2.17176330e+02 8.23447930e-11
2.17444990e+02 1.74378800e-09
2.19622520e+02 1.01759442e-07
2.19999720e+02 4.33844647e-08
2.25217780e+02 8.29839355e-11
2.27693810e+02 1.05364309e-07
2.27734970e+02 1.74217176e-09
2.28075560e+02 4.49488932e-08
2.33556980e+02 8.36174790e-11
2.36061730e+02 1.09093805e-07
2.36447850e+02 4.65682319e-08
2.38511890e+02 1.74981212e-09
2.42204960e+02 8.42521712e-11
2.44737180e+02 1.12952028e-07
2.45127470e+02 4.82445657e-08
2.49798810e+02 1.74688750e-09
2.51173150e+02 8.48867039e-11
2.53731450e+02 1.16942895e-07
2.54125700e+02 4.99801193e-08
2.60473400e+02 8.55193840e-11
2.61619840e+02 1.73831287e-09
2.63056280e+02 1.21070479e-07
2.63454250e+02 5.17761616e-08
2.70118020e+02 8.61524806e-11
2.72723790e+02 1.25339057e-07
2.73125230e+02 5.36333646e-08
2.74000280e+02 1.74521122e-09
2.80119760e+02 8.67829601e-11
2.82746600e+02 1.29753457e-07
2.83151220e+02 5.55562674e-08
2.86966580e+02 1.73653932e-09
2.90491830e+02 8.74138440e-11
2.93137750e+02 1.34319092e-07
2.93545250e+02 5.75530956e-08
3.00546480e+02 1.74480906e-09
3.01247950e+02 8.80448286e-11
3.03910780e+02 1.39041050e-07
3.04320830e+02 5.96186102e-08
3.12402340e+02 8.86745484e-11
3.14769010e+02 1.74353293e-09
3.15079730e+02 1.43923956e-07
3.15491960e+02 6.17298194e-08
3.23969750e+02 8.92989896e-11
3.26659150e+02 1.48972507e-07
3.27073160e+02 6.38914066e-08
3.29664580e+02 1.74911046e-09
3.35965460e+02 8.99237862e-11
3.38664120e+02 1.54191527e-07
3.39079490e+02 6.61576208e-08
3.45265040e+02 1.73304826e-09
3.48405350e+02 9.05487738e-11
3.51110280e+02 1.59586734e-07
3.51526550e+02 6.85559527e-08
3.61305850e+02 9.11702234e-11
3.61603760e+02 1.75244059e-09
3.64013850e+02 1.65165516e-07
3.64430530e+02 7.10404070e-08
3.74684020e+02 9.17983035e-11
3.77391640e+02 1.70934675e-07
3.77808190e+02 7.35735308e-08
3.78715650e+02 1.74921657e-09
3.88557550e+02 9.24209034e-11
3.91261060e+02 1.76898497e-07
3.91676920e+02 7.61778789e-08
3.96637320e+02 1.74770785e-09
4.02944780e+02 9.30392214e-11
4.05640200e+02 1.83061681e-07
4.06054760e+02 7.88807932e-08
4.15407080e+02 1.74927007e-09
4.17864720e+02 9.36572444e-11
4.20547790e+02 1.89431894e-07
4.20960370e+02 8.16824420e-08
4.33337120e+02 9.42783560e-11
4.35065070e+02 1.74728857e-09
4.36003240e+02 1.96017155e-07
4.36413160e+02 8.45781275e-08
4.49382410e+02 9.48938281e-11
4.52026680e+02 2.02823213e-07
4.52433180e+02 8.75712039e-08
4.55653320e+02 1.74321203e-09
4.66021810e+02 9.55122784e-11
4.68639010e+02 2.09855437e-07
4.69041280e+02 9.06672530e-08
4.77215850e+02 1.74113743e-09
4.83277330e+02 9.61280188e-11
4.85861840e+02 2.17120832e-07
4.86259030e+02 9.38696931e-08
4.99798770e+02 1.74795919e-09
5.01171770e+02 9.67413683e-11
5.03717630e+02 2.24627150e-07
5.04108820e+02 9.71811896e-08
5.19728800e+02 9.73537370e-11
5.22229640e+02 2.32382471e-07
5.22613850e+02 1.00605274e-07
5.23450360e+02 1.75358103e-09
5.38972940e+02 9.79661022e-11
5.41421970e+02 2.40395138e-07
5.41798160e+02 1.04145975e-07
5.48221200e+02 1.74246775e-09
5.58929640e+02 9.85778495e-11
5.61319640e+02 2.48672922e-07
5.61686710e+02 1.07807053e-07
5.74164250e+02 1.74339371e-09
5.79625280e+02 9.91879077e-11
5.81948560e+02 2.57223331e-07
5.82305320e+02 1.11592129e-07
6.01087220e+02 9.97945953e-11
6.01334980e+02 1.73432497e-09
6.03335600e+02 2.66054573e-07
6.03680820e+02 1.15505060e-07
6.23343850e+02 1.00401050e-10
6.25508640e+02 2.75175455e-07
6.25840970e+02 1.19549962e-07
6.29791490e+02 1.74881361e-09
6.46424570e+02 1.01004060e-10
6.48496560e+02 2.84594130e-07
6.48814590e+02 1.23731173e-07
6.59594630e+02 1.73892625e-09
6.70359910e+02 1.01610872e-10
6.72329300e+02 2.94318035e-07
6.72631540e+02 1.28053263e-07
6.90808110e+02 1.75056394e-09
6.95181510e+02 1.02215300e-10
6.97037910e+02 3.04356609e-07
6.97322760e+02 1.32520431e-07
7.20922190e+02 1.02812617e-10
7.22654580e+02 3.14722044e-07
7.22920360e+02 1.37136242e-07
7.23498690e+02 1.74428270e-09
7.47615970e+02 1.03411955e-10
7.49212680e+02 3.25423618e-07
7.49457610e+02 1.41904960e-07
7.57736260e+02 1.74260400e-09
7.75298150e+02 1.04003227e-10
7.76746810e+02 3.36464854e-07
7.76968990e+02 1.46832265e-07
7.93594030e+02 1.75010376e-09
8.04005330e+02 1.04605234e-10
8.05292840e+02 3.47853662e-07
8.05490280e+02 1.51923738e-07
8.31148670e+02 1.73677077e-09
8.33775450e+02 1.05196884e-10
8.34887960e+02 3.59609522e-07
8.35058540e+02 1.57184051e-07
8.64647890e+02 1.05791980e-10
8.65570720e+02 3.71749548e-07
8.65712200e+02 1.62617897e-07
8.70480480e+02 1.74488099e-09
8.96663440e+02 1.06382075e-10
8.97381100e+02 3.84276958e-07
8.97491100e+02 1.68230329e-07
9.11673560e+02 1.73996031e-09
9.29864450e+02 1.06970443e-10
9.30360530e+02 3.97194429e-07
9.30436560e+02 1.74026559e-07
9.54815980e+02 1.73882460e-09
9.64294790e+02 1.07558245e-10
9.64551990e+02 4.10514375e-07
9.64591400e+02 1.80011931e-07
1.00000000e+03 7.32313524e-10
