# Energy_GeV  sigma_cm2
9.62470000e-01 7.53322234e-12
9.66080000e-01 9.56187636e-11
9.66800000e-01 1.37960180e-10
9.75680000e-01 1.88545519e-10
9.90250000e-01 9.29272371e-12
9.94100000e-01 1.72442612e-12
9.95320000e-01 8.90116035e-12
9.97880000e-01 4.76165133e-10
1.00282000e+00 1.05388213e-10
1.00377000e+00 1.41695739e-10
1.01273000e+00 1.98613417e-10
1.02407000e+00 1.08712188e-11
1.02854000e+00 1.84075997e-12
1.02928000e+00 1.04606204e-11
1.03586000e+00 4.80909226e-10
1.04096000e+00 1.15962877e-10
1.04214000e+00 1.45205943e-10
1.05119000e+00 2.08520420e-10
1.05904000e+00 1.27727998e-11
1.06417000e+00 1.96053471e-12
1.06441000e+00 1.22276812e-11
1.07528000e+00 4.83892728e-10
1.08055000e+00 1.27270398e-10
1.08199000e+00 1.48490711e-10
1.09111000e+00 2.18281621e-10
1.09521000e+00 1.50621580e-11
1.10073000e+00 1.42207089e-11
1.10104000e+00 2.08321358e-12
1.11620000e+00 4.87448537e-10
1.12164000e+00 1.39343711e-10
1.12336000e+00 1.51566516e-10
1.13254000e+00 2.27927888e-10
1.13261000e+00 1.78080616e-11
1.13829000e+00 1.64563165e-11
1.13918000e+00 2.20957160e-12
1.15868000e+00 4.92055494e-10
1.16429000e+00 1.52250222e-10
1.16631000e+00 1.54433292e-10
1.17129000e+00 2.10845767e-11
1.17555000e+00 2.37486782e-10
1.17714000e+00 1.89512784e-11
1.17865000e+00 2.33945116e-12
1.20278000e+00 4.91527248e-10
1.20857000e+00 1.66138525e-10
1.21090000e+00 1.57104696e-10
1.21129000e+00 2.49736853e-11
1.21730000e+00 2.17240841e-11
1.21948000e+00 2.47329692e-12
1.22019000e+00 2.46966724e-10
1.24855000e+00 4.92750191e-10
1.25266000e+00 2.95647141e-11
1.25453000e+00 1.81162877e-10
1.25720000e+00 1.59590877e-10
1.25885000e+00 2.47892187e-11
1.26173000e+00 2.61248084e-12
1.26652000e+00 2.56362362e-10
1.29544000e+00 3.49469833e-11
1.29607000e+00 4.93049118e-10
1.30180000e+00 2.81674294e-11
1.30224000e+00 1.97264479e-10
1.30527000e+00 1.61902256e-10
1.30544000e+00 2.75886331e-12
1.31462000e+00 2.65605735e-10
1.33968000e+00 4.12097126e-11
1.34539000e+00 4.97325658e-10
1.34623000e+00 3.18751197e-11
1.35067000e+00 2.91309293e-12
1.35176000e+00 2.14284601e-10
1.35518000e+00 1.64051725e-10
1.36454000e+00 2.74611044e-10
1.38543000e+00 4.84475735e-11
1.39217000e+00 3.59284628e-11
1.39659000e+00 4.95318482e-10
1.39746000e+00 3.07534621e-12
1.40317000e+00 2.32048853e-10
1.40699000e+00 1.66052125e-10
1.41636000e+00 2.83352858e-10
1.43274000e+00 5.67611627e-11
1.43967000e+00 4.03378271e-11
1.44588000e+00 3.24668380e-12
1.44974000e+00 4.98612788e-10
1.45653000e+00 2.50365375e-10
1.46079000e+00 1.67906786e-10
1.47014000e+00 2.91857964e-10
1.48167000e+00 6.62563983e-11
1.48880000e+00 4.51436790e-11
1.49597000e+00 3.42689158e-12
1.50492000e+00 4.96305957e-10
1.51192000e+00 2.68950990e-10
1.51664000e+00 1.69630265e-10
1.52597000e+00 3.00086673e-10
1.53227000e+00 7.70476371e-11
1.53961000e+00 5.04375838e-11
1.54779000e+00 3.61641726e-12
1.56219000e+00 4.95074413e-10
1.56942000e+00 2.87420270e-10
1.57463000e+00 1.71220318e-10
1.58392000e+00 3.07920611e-10
1.58460000e+00 8.92359313e-11
1.59215000e+00 5.62930167e-11
1.60141000e+00 3.81611644e-12
1.62164000e+00 4.96884696e-10
1.62910000e+00 3.05491956e-10
1.63483000e+00 1.72669265e-10
1.63871000e+00 1.02893556e-10
1.64406000e+00 3.15286725e-10
1.64648000e+00 6.27278419e-11
1.65689000e+00 4.02578865e-12
1.68336000e+00 4.94578027e-10
1.69106000e+00 3.23180722e-10
1.69467000e+00 1.18084278e-10
1.69734000e+00 1.73911312e-10
1.70267000e+00 6.97560197e-11
1.70650000e+00 3.22229385e-10
1.71430000e+00 4.24471851e-12
1.74742000e+00 4.96500593e-10
1.75255000e+00 1.34871382e-10
1.75537000e+00 3.40532545e-10
1.76077000e+00 7.74061633e-11
1.76224000e+00 1.74855442e-10
1.77130000e+00 3.28811494e-10
1.77369000e+00 4.47425122e-12
1.81240000e+00 1.53318262e-10
1.81392000e+00 4.94891214e-10
1.82086000e+00 8.57022217e-11
1.82212000e+00 3.57484820e-10
1.82962000e+00 1.75548725e-10
1.83513000e+00 4.71237115e-12
1.83856000e+00 3.35036726e-10
1.87429000e+00 1.73466872e-10
1.88295000e+00 4.92014408e-10
1.88299000e+00 9.46625471e-11
1.89142000e+00 3.73948980e-10
1.89871000e+00 4.96073154e-12
1.89957000e+00 1.76087531e-10
1.90838000e+00 3.40902920e-10
1.93830000e+00 1.95348052e-10
1.94725000e+00 1.04295726e-10
1.95461000e+00 4.89439208e-10
1.96335000e+00 3.89888183e-10
1.96449000e+00 5.21781068e-12
1.97220000e+00 1.76508254e-10
1.98085000e+00 3.46420179e-10
2.00449000e+00 2.19003936e-10
2.01370000e+00 1.14614553e-10
2.02900000e+00 4.88475422e-10
2.03255000e+00 5.48322256e-12
2.03801000e+00 4.05285184e-10
2.04761000e+00 1.76814697e-10
2.05607000e+00 3.51608204e-10
2.07295000e+00 2.44462436e-10
2.08242000e+00 1.25626676e-10
2.10296000e+00 5.75697633e-12
2.10622000e+00 4.86034101e-10
2.11552000e+00 4.20118561e-10
2.12590000e+00 1.77066213e-10
2.13415000e+00 3.56481211e-10
2.14374000e+00 2.71761168e-10
2.15348000e+00 1.37341700e-10
2.17582000e+00 6.03962376e-12
2.18637000e+00 4.80632671e-10
2.19597000e+00 4.34375345e-10
2.20718000e+00 1.77287140e-10
2.21519000e+00 3.61052513e-10
2.21695000e+00 3.00920948e-10
2.22696000e+00 1.49765921e-10
2.25120000e+00 6.33093256e-12
2.26958000e+00 4.85218842e-10
2.27948000e+00 4.48044341e-10
2.29157000e+00 1.77492788e-10
2.29266000e+00 3.31967301e-10
2.29931000e+00 3.65335687e-10
2.30296000e+00 1.62904205e-10
2.32919000e+00 6.62984383e-12
2.35596000e+00 4.80541200e-10
2.36616000e+00 4.61124525e-10
2.37096000e+00 3.64918281e-10
2.37919000e+00 1.77686826e-10
2.38155000e+00 1.76766434e-10
2.38662000e+00 3.69344609e-10
2.40988000e+00 6.93625462e-12
2.44562000e+00 4.80533033e-10
2.45193000e+00 3.99800532e-10
2.45615000e+00 4.73617712e-10
2.46282000e+00 1.91360673e-10
2.47015000e+00 1.77884654e-10
2.47725000e+00 3.73094867e-10
2.49337000e+00 7.25065585e-12
2.53566000e+00 4.36637993e-10
2.53869000e+00 4.78251818e-10
2.54686000e+00 2.06695552e-10
2.54955000e+00 4.85531352e-10
2.56460000e+00 1.78063076e-10
2.57132000e+00 3.76598696e-10
2.57975000e+00 7.57291472e-12
2.62225000e+00 4.75447320e-10
2.63377000e+00 2.22777058e-10
2.63530000e+00 4.83373049e-10
2.64651000e+00 4.96874920e-10
2.66265000e+00 1.78240207e-10
2.66897000e+00 3.79871148e-10
2.66912000e+00 7.90310031e-12
2.71181000e+00 5.16237199e-10
2.72365000e+00 2.39610281e-10
2.73559000e+00 4.77694192e-10
2.74716000e+00 5.07658441e-10
2.76159000e+00 8.24088712e-12
2.76446000e+00 1.78406686e-10
2.77032000e+00 3.82924091e-10
2.80442000e+00 5.59035985e-10
2.81660000e+00 2.57203729e-10
2.83970000e+00 4.73277406e-10
2.85163000e+00 5.17900334e-10
2.85726000e+00 8.58625518e-12
2.87016000e+00 1.78572732e-10
2.87552000e+00 3.85771554e-10
2.90019000e+00 6.03871778e-10
2.91271000e+00 2.75574670e-10
2.94777000e+00 4.74654890e-10
2.95625000e+00 8.93793033e-12
2.96007000e+00 5.27613890e-10
2.97990000e+00 1.78725619e-10
2.98471000e+00 3.88424797e-10
2.99923000e+00 6.50769176e-10
3.01211000e+00 2.94731071e-10
3.05867000e+00 9.29919054e-12
3.05996000e+00 4.70730140e-10
3.07264000e+00 5.36817414e-10
3.09383000e+00 1.78877350e-10
3.09806000e+00 3.90895888e-10
3.10166000e+00 6.99744784e-10
3.11490000e+00 3.14683621e-10
3.16463000e+00 9.66708372e-12
3.17641000e+00 4.68914044e-10
3.18949000e+00 5.45529403e-10
3.20758000e+00 7.50826445e-10
3.21212000e+00 1.79024209e-10
3.21570000e+00 3.93196451e-10
3.22119000e+00 3.35444224e-10
3.27427000e+00 1.00422186e-11
